N(bin),P(bin),K(bin),Temp(bin),Humi(bin),ph(bin),rain(bin),tipo(bin)
00000001,00011011,00100100,011000,1011101,0110,001101001,01010
00010111,00011110,00101100,010101,1010101,0110,001100111,01010
00011000,00010101,00101010,010101,1010111,0111,001101101,01010
00001101,00011110,00100101,010101,1011100,0110,001101011,01010
00101000,00001011,00101100,011000,1010110,0110,001101111,01010
00010101,00001001,00101000,011001,1011011,0110,001101010,01010
00000011,00011011,00101100,011001,1011100,0111,001101111,01010
00101000,00011101,00101010,011001,1011001,0111,001101111,01010
00001110,00011001,00101000,010100,1011011,0110,001101000,01010
00100110,00001110,00100101,010110,1011111,0111,001100111,01010
00100010,00001001,00100100,010111,1010110,0110,001101110,01010
00100000,00001110,00100101,010111,1011000,0111,001101001,01010
00010010,00010101,00100011,010111,1011111,0110,001101111,01010
00001000,00010111,00100110,010011,1010111,0111,001101001,01010
00001111,00000110,00101001,010011,1011001,0111,001101101,01010
00000000,00000101,00100100,011000,1011011,0110,001101010,01010
00010110,00001001,00101100,011001,1011001,0110,001110000,01010
00001110,00001000,00101011,010110,1011110,0111,001110000,01010
00011111,00001011,00101101,011001,1010111,0110,001101100,01010
00100111,00010001,00101101,010010,1011010,0111,001101001,01010
00001010,00000101,00101010,010100,1011011,0111,001101101,01010
00001000,00011100,00100110,010111,1011110,0111,001101010,01010
00100000,00001101,00101010,011000,1011101,0110,001101011,01010
00010010,00001001,00101000,010011,1011001,0110,001101010,01010
00010100,00011011,00101001,010101,1011101,0110,001101111,01010
00100111,00011001,00100100,010011,1011111,0110,001101100,01010
00010100,00000111,00101101,010011,1011001,0110,001110000,01010
00001011,00001010,00101101,010111,1011000,0110,001101101,01010
00101000,00010010,00101011,010011,1010111,0110,001101110,01010
00000011,00011010,00100111,011000,1011011,0111,001101000,01010
00001001,00010000,00100100,011000,1011101,0110,001101011,01010
00011110,00010100,00100110,010111,1011101,0111,001101110,01010
00101000,00001001,00101001,011000,1010101,0110,001101010,01010
00101000,00011110,00100011,010101,1011011,0110,001101000,01010
00100000,00011001,00100011,010010,1010110,0110,001101011,01010
00100001,00010111,00101101,010100,1010110,0111,001110000,01010
00000100,00001110,00101001,010100,1011010,0110,001100111,01010
00001101,00010001,00101101,010101,1011101,0111,001101010,01010
00100111,00011000,00100111,011000,1011101,0110,001101110,01010
00001000,00011100,00100101,011000,1010110,0110,001101100,01010
01011011,01011110,00101110,011101,1001100,0110,001011101,01011
01101001,01011111,00110010,011011,1010100,0110,001100101,01011
01101100,01011100,00110101,011011,1010011,0110,001101001,01011
01010110,01001100,00110110,011101,1010000,0110,001011010,01011
01010000,01001101,00110001,011010,1001111,0110,001110001,01011
01011101,01011110,00110101,011010,1010100,0110,001110011,01011
01011010,01011100,00110111,011011,1010000,0110,001100001,01011
01101100,01011001,00110101,011110,1001110,0110,001100011,01011
01101100,01011000,00110111,011010,1010011,0110,001110010,01011
01101001,01001101,00110100,011101,1001100,0110,001100100,01011
01110110,01011000,00110100,011101,1010011,0110,001100011,01011
01100101,01010111,00110110,011101,1001101,0110,001100100,01011
01011111,01001011,00110010,011100,1001011,0110,001110110,01011
01101010,01010101,00110101,011011,1001111,0110,001100100,01011
01010110,01011111,00110001,011100,1001110,0110,001101100,01011
01010011,01001111,00110111,011001,1010011,0110,001100011,01011
01010101,01011111,00101111,011010,1001110,0110,001111000,01011
01101101,01001111,00101101,011100,1010000,0110,001101101,01011
01100100,01001100,00101101,011010,1001100,0110,001100111,01011
01110101,01010110,00110000,011101,1010011,0110,001110100,01011
01110010,01011110,00110101,011010,1001101,0110,001110111,01011
01101110,01001110,00110010,011010,1001111,0110,001100010,01011
01011110,01000110,00110000,011001,1010101,0110,001011011,01011
01010000,01000111,00101111,011100,1010001,0110,001101001,01011
01110010,01001111,00110011,011010,1010010,0110,001110000,01011
01011000,01001110,00101101,011101,1001111,0110,001011100,01011
01110000,01001001,00110000,011101,1001101,0110,001011011,01011
01110101,01001100,00101111,011010,1001101,0110,001011101,01011
01101111,01010111,00110000,011010,1010001,0110,001100010,01011
01011001,01010011,00101111,011100,1001110,0110,001101110,01011
01011101,01011011,00101111,011100,1010011,0110,001110101,01011
01011100,01010001,00110100,011011,1010001,0110,001011110,01011
01101001,01001010,00101101,011001,1010001,0110,001110111,01011
01100110,01000111,00110000,011101,1001111,0110,001100110,01011
01011110,01011011,00110011,011101,1001101,0110,001101110,01011
01110100,01000111,00101111,011100,1010010,0110,001011011,01011
01110101,01001111,00110001,011001,1010010,0110,001110001,01011
01110111,01001000,00110111,011010,1010011,0110,001110000,01011
01100011,01001001,00110101,011010,1010001,0110,001110111,01011
01011011,01010100,00110100,011101,1001111,0110,001110110,01011
01010000,01011010,00101111,011011,1001111,0110,001101011,01011
01100101,01000110,00110000,011001,1001011,0110,001110101,01011
01101100,01011001,00110101,011101,1010000,0110,001110000,01011
01100100,01010000,00110100,011100,1001101,0110,001101110,01011
01101101,01011011,00110101,011110,1010100,0110,001101110,01011
01010010,01001110,00101110,011001,1010101,0110,001101110,01011
01101010,01000110,00110111,011010,1001111,0110,001110100,01011
01011010,01010110,00110100,011010,1010010,0110,001110111,01011
01010011,01011111,00110010,011011,1001110,0110,001101101,01011
01110111,01011010,00110000,011101,1010000,0110,001110110,01011
01101011,01001000,00101101,011100,1010010,0110,001011011,01011
01110100,01010001,00110111,011010,1010100,0110,001011111,01011
01100101,01001011,00110010,011011,1010001,0110,001101110,01011
01011101,01010001,00110010,011100,1001101,0110,001100110,01011
01011111,01001011,00101101,011101,1010011,0110,001101101,01011
01101011,01000111,00110111,011101,1010100,0110,001110101,01011
01010011,01011110,00101111,011011,1010001,0110,001110000,01011
01100110,01001001,00110110,011010,1010100,0110,001101111,01011
01010110,01001111,00101101,011100,1010011,0110,001100011,01011
01110101,01010110,00110101,011001,1010100,0110,001110100,01011
01101111,01001111,00110101,011100,1001100,0110,001111000,01011
01011111,01001010,00110010,011010,1010000,0110,001101110,01011
01011011,01001011,00110111,011011,1001100,0110,001101101,01011
01011101,01010011,00101110,011101,1010100,0110,001101101,01011
01011100,01010101,00110011,011101,1010001,0110,001101101,01011
01101000,01010000,00110110,011011,1010001,0110,001101110,01011
01100111,01001000,00110011,011010,1010010,0110,001101000,01011
01011100,01001011,00101101,011101,1001110,0110,001011010,01011
01011101,01010101,00110001,011100,1001111,0110,001110111,01011
01111000,01010111,00110100,011100,1001100,0110,001110111,01011
01101100,01001000,00101110,011001,1010101,0110,001011011,01011
01101001,01011000,00110110,011010,1010101,0110,001110010,01011
01100010,01001111,00110010,011001,1010100,0110,001011011,01011
01101111,01011000,00110111,011101,1001110,0110,001100000,01011
01100001,01001010,00101101,011010,1001111,0110,001110001,01011
01011111,01010010,00110000,011011,1010011,0110,001011101,01011
01011001,01011011,00110111,011001,1010000,0110,001011110,01011
01011001,01010101,00110111,011011,1001100,0110,001011100,01011
01110110,01011000,00110011,011001,1001111,0110,001100101,01011
01100101,01011100,00101101,011100,1010001,0110,001100010,01011
01100011,01011100,00101111,011100,1001101,0110,001101000,01011
01010010,01001101,00101110,011101,1010010,0110,001100000,01011
01011010,01010110,00110111,011100,1010100,0110,001100010,01011
01011111,01011000,00110100,011100,1001111,0110,001011111,01011
01101000,01001001,00101110,011101,1010000,0110,001011010,01011
01100110,01001001,00110100,011100,1010011,0110,001011010,01011
01100100,01001010,00110100,011001,1010010,0110,001100000,01011
01011110,01011001,00110000,011101,1010101,0110,001101111,01011
01100011,01000110,00101110,011011,1010011,0110,001100101,01011
01110000,01010111,00110000,011011,1001101,0110,001100011,01011
01110101,01010010,00101101,011001,1001111,0110,001101001,01011
01100000,01010110,00110011,011110,1001101,0110,001011100,01011
01110001,01010101,00101101,011100,1001101,0110,001101101,01011
01101001,01011101,00101110,011001,1001111,0110,001101100,01011
01010101,01011001,00110011,011101,1010101,0110,001101101,01011
01101100,01011110,00101111,011011,1010101,0110,001011011,01011
01011100,01010001,00110100,011100,1001101,0110,001101000,01011
01101110,01000111,00110110,011101,1010010,0110,001011110,01011
01010010,01001011,00110111,011011,1001110,0110,001011100,01011
01110101,01010001,00110101,011110,1001110,0110,001100010,01011
00000010,00101000,00011011,011110,0110000,0110,001011010,01100
00100111,00011000,00011111,100010,0110110,0101,001100011,01100
00010101,00011010,00011011,011011,0110000,0110,001100000,01100
00011001,00010110,00011001,100010,0101110,0110,001100000,01100
00000000,00010101,00100000,100100,0110110,0110,001011100,01100
00010100,00010011,00100011,100010,0110011,0110,001100010,01100
00010011,00010101,00100010,011110,0110101,0101,001100010,01100
00010010,00010001,00011111,100000,0101101,0110,001011110,01100
00001011,00100100,00100001,100100,0110100,0110,001011111,01100
00011110,00011100,00011110,100000,0110100,0101,001100010,01100
00010010,00010011,00011011,011100,0110100,0101,001011110,01100
00010111,00010111,00011011,100011,0110011,0101,001100001,01100
00100101,00011110,00100010,011100,0110110,0111,001100011,01100
00001011,00011011,00011110,011100,0110001,0110,001011010,01100
00001100,00010011,00011111,011011,0110101,0110,001011100,01100
00000011,00011100,00100001,011110,0110001,0110,001011110,01100
00100101,00100110,00100000,100000,0101110,0101,001011100,01100
00011010,00100101,00011110,100011,0110001,0110,001100001,01100
00001110,00010010,00011110,011110,0110100,0101,001100000,01100
00101000,00010000,00100011,100010,0110110,0101,001100010,01100
00000100,00010100,00011001,011101,0110000,0110,001100100,01100
00100100,00011001,00100001,011100,0110101,0110,001100100,01100
00011110,00010001,00011111,011111,0110110,0111,001011111,01100
00011100,00100101,00011100,100000,0110011,0110,001100011,01100
00100110,00001111,00011110,011101,0110000,0101,001100001,01100
00001100,00100101,00011110,011111,0101111,0101,001011010,01100
00100110,00010011,00011111,100011,0110001,0110,001011011,01100
00001000,00100001,00011101,011110,0110001,0110,001011100,01100
00001111,00011011,00011100,100010,0101110,0101,001011011,01100
00100010,00010000,00011001,011110,0110011,0110,001011100,01100
00001011,00100100,00011111,011100,0110100,0110,001100100,01100
00100001,00011101,00100010,011111,0110001,0111,001011101,01100
00001100,00011111,00011010,100100,0110100,0101,001100100,01100
00001100,00100010,00011100,100001,0101101,0110,001100011,01100
00000101,00010000,00011111,100100,0110001,0101,001100010,01100
00000001,00011110,00011101,011100,0110011,0110,001011100,01100
00010000,00100011,00011111,100000,0110010,0101,001100000,01100
00100011,00010010,00011010,100000,0110011,0101,001100001,01100
00000100,00101000,00011010,011100,0110001,0111,001100000,01100
00001001,00011101,00100010,011101,0101110,0110,001100101,01100
00000010,00100110,00100001,100000,0110101,0101,001011010,01100
00011010,00100000,00100000,011111,0110010,0111,001011010,01100
00100010,00100110,00011111,100011,0101110,0110,001100001,01100
00000101,00100000,00100001,100000,0110101,0110,001011101,01100
00011111,00011101,00011010,011100,0101111,0101,001100010,01100
00100010,00100010,00100011,011011,0101111,0110,001011111,01100
00100100,00010011,00100000,011011,0110011,0101,001011100,01100
00000111,00010001,00011010,100011,0110001,0110,001011100,01100
00100110,00001111,00011011,100010,0110001,0111,001011100,01100
00000101,00010011,00011001,011011,0110110,0110,001100000,01100
00100101,00100100,00011010,100001,0110101,0101,001011110,01100
00010101,00011111,00100000,100011,0110011,0101,001011010,01100
00100101,00100100,00011011,011100,0110000,0110,001011010,01100
00010111,00010111,00011110,100001,0101111,0101,001011011,01100
00100100,00011010,00011010,011110,0110011,0111,001011111,01100
00011000,00100001,00100011,011101,0110111,0101,001100101,01100
00011010,00010010,00011110,100000,0110011,0110,001100001,01100
00010110,00010001,00011010,011101,0110000,0101,001100100,01100
00001011,00100010,00100000,011101,0110001,0111,001100010,01100
00011101,00100011,00011100,011100,0110110,0111,001011010,01100
00010110,00011100,00011010,011100,0101101,0101,001011101,01100
00010111,00011000,00100000,011100,0101110,0110,001011101,01100
00000001,00100011,00100010,011111,0101111,0110,001011100,01100
00000010,00011000,00100010,011101,0110111,0110,001011111,01100
00100111,00100101,00011001,100001,0101110,0111,001100010,01100
00001111,00100100,00011011,011100,0110110,0110,001011011,01100
00000011,00010010,00011111,100000,0110000,0110,001011011,01100
00001000,00100110,00100000,011110,0101111,0101,001011011,01100
00100001,00011111,00100010,011111,0110010,0101,001011010,01100
00001110,00011101,00100000,100100,0110001,0111,001100010,01100
00010010,00010100,00011010,100000,0110100,0101,001011010,01100
00001001,00010101,00100000,100000,0110110,0110,001100000,01100
00010100,00011110,00011011,011100,0110100,0101,001100000,01100
00001001,00100110,00011001,100011,0110010,0101,001100100,01100
00011010,00011000,00100010,011111,0110100,0111,001011010,01100
00011111,00100100,00011101,100010,0110101,0110,001100001,01100
00001110,00010010,00100011,011111,0101111,0101,001011011,01100
00101000,00010000,00100011,100000,0110001,0110,001011010,01100
00011100,00011011,00100010,100000,0110011,0111,001011111,01100
00000000,00010001,00011110,100011,0110000,0110,001100010,01100
00000001,00011101,00011101,011011,0110001,0110,001011110,01100
00000010,00100100,00011111,011111,0110010,0110,001011100,01100
00001100,00011011,00011010,011101,0101110,0101,001100000,01100
00000111,00011100,00100011,011110,0101111,0101,001100001,01100
00000000,00100100,00011010,100010,0110011,0101,001100000,01100
00011010,00100011,00011111,100001,0110101,0101,001100010,01100
00011011,00010101,00011110,100011,0110100,0101,001011011,01100
00010110,00100110,00011111,100000,0110101,0110,001100011,01100
00010110,00010010,00011111,011111,0110000,0110,001011010,01100
00011100,00010111,00011100,011110,0110010,0110,001100000,01100
00000111,00011111,00011011,011111,0110000,0111,001011111,01100
00011101,00100010,00011010,100010,0110110,0110,001011001,01100
00001000,00100101,00100001,011100,0110111,0110,001100001,01100
00100111,00010000,00011011,100100,0110101,0101,001011100,01100
00101000,00011000,00011001,011101,0110010,0101,001100000,01100
00010011,00100110,00011010,011111,0110001,0101,001011101,01100
00010101,00010101,00011110,011100,0110011,0101,001100101,01100
00010110,00010010,00100001,011110,0110100,0111,001011110,01100
00011111,00010100,00011110,100000,0110110,0110,001011100,01100
00010010,00011010,00011111,100001,0110000,0101,001011011,01100
00011000,10000010,11000011,011110,1010010,0110,001000011,01101
00001101,10010000,11001100,011111,1010010,0110,001000100,01101
00010110,01111011,11001101,100000,1010100,0110,001000101,01101
00100100,01111101,11000100,100101,1010001,0110,001000011,01101
00011000,10000011,11000100,010110,1010100,0110,001000001,01101
00000010,01111011,11000110,101000,1010010,0110,001000110,01101
00100011,10001100,11000101,010001,1010011,0110,001000011,01101
00001011,01111010,11000011,001100,1010100,0110,001000110,01101
00000110,01111011,11001011,001101,1010010,0110,001000011,01101
00010001,10000110,11001100,100111,1010000,0110,001001010,01101
00011001,10000010,11000101,101000,1010011,0110,001001011,01101
00011011,10010001,11001101,001001,1010010,0110,001000010,01101
00001001,01111010,11001001,011110,1010001,0110,001000100,01101
00010000,10001011,11001011,010010,1010001,0110,001000010,01101
00100000,10001101,11001100,001001,1010011,0110,001000011,01101
00010110,10001010,11000011,011100,1010100,0110,001001001,01101
00011111,10010000,11001010,001011,1010001,0110,001000100,01101
00000011,10001000,11001101,010010,1010001,0110,001000111,01101
00011100,01111010,11000101,010100,1010011,0110,001000110,01101
00000100,10001000,11001100,011110,1010010,0110,001000010,01101
00100111,10010001,11001001,100101,1010001,0110,001001000,01101
00100110,10000100,11000101,010100,1010010,0110,001000011,01101
00100100,10000101,11000110,011010,1010100,0110,001000101,01101
00011001,01111001,11001001,011111,1010011,0110,001000110,01101
00001111,01111101,11000111,010010,1010001,0110,001000110,01101
00011000,10001100,11001101,001100,1010100,0110,001000101,01101
00001101,10000100,11001011,011000,1010010,0110,001001001,01101
00000101,01111110,11000101,001101,1010001,0110,001000011,01101
00011110,01111000,11001000,100110,1010010,0110,001000010,01101
00010111,10001110,11000101,100111,1010010,0110,001000101,01101
00011010,10000111,11001011,100010,1010001,0110,001001011,01101
00000111,01111110,11001011,010001,1010010,0110,001001001,01101
00100000,10001011,11000110,100100,1010011,0110,001000011,01101
00001001,10001101,11001010,010101,1010001,0110,001000010,01101
00010100,10001110,11000100,001011,1010000,0110,001000101,01101
00100000,10000001,11001001,010000,1010011,0110,001001000,01101
00000011,10000110,11000111,010100,1010001,0110,001000111,01101
00100110,10001010,11001100,011001,1010011,0110,001001001,01101
00001110,10000011,11000110,100001,1010100,0110,001000100,01101
00010100,01111010,11001100,001100,1010001,0110,001000001,01101
00101000,01111110,11001001,001011,1010000,0110,001000111,01101
00100100,10000000,11001100,011001,1010001,0110,001000011,01101
00001011,10000100,11000101,010000,1010001,0110,001001010,01101
00000000,10001001,11000011,010110,1010000,0110,001000001,01101
00010011,01111011,11001000,100011,1010001,0110,001000010,01101
00011111,10001000,11000101,011111,1010011,0110,001000111,01101
00000100,10000110,11001000,011101,1010001,0110,001001001,01101
00100111,10001011,11001001,101001,1010001,0110,001000101,01101
00001000,01111111,11000100,011011,1010011,0110,001000111,01101
00100111,10001010,11001011,010101,1010010,0110,001001011,01101
00100000,01111000,11001100,001010,1010011,0110,001000011,01101
00001100,10001110,11001011,011111,1010011,0110,001000001,01101
00001000,10000101,11000011,010100,1010001,0110,001000111,01101
00001000,10001011,11000111,011101,1010010,0110,001000010,01101
00010101,10000110,11001010,001011,1010000,0110,001000001,01101
00101000,10001100,11000011,001111,1010000,0110,001001000,01101
00100111,01111111,11001010,001111,1010010,0110,001001000,01101
00010011,01111000,11000011,010011,1010001,0110,001001010,01101
00010101,10001011,11001001,010011,1010011,0110,001000011,01101
00010001,10001000,11000011,101001,1010010,0110,001000010,01101
00100001,10001011,11001011,100001,1010011,0110,001000111,01101
00010110,10000101,11001001,011000,1010000,0110,001000011,01101
00100000,10000010,11000100,101001,1010001,0110,001001010,01101
00100101,10000111,11001101,001100,1010000,0110,001001010,01101
00001111,10001100,11000011,001101,1010100,0110,001000010,01101
00100111,10000100,11000100,100100,1010011,0110,001001010,01101
00101000,01111001,11000111,011010,1010001,0110,001000010,01101
00101000,10000100,11001010,011001,1010001,0110,001000110,01101
00011101,10001110,11001011,011110,1010100,0110,001000010,01101
00100000,01111001,11000111,100111,1010001,0110,001001010,01101
00000110,10001100,11001101,010010,1010011,0110,001000110,01101
00001000,01111000,11000100,011000,1010011,0110,001000110,01101
00100010,10000101,11001010,001111,1010000,0110,001001011,01101
00100011,10000111,11000111,010110,1010001,0110,001000101,01101
00010000,10010001,11000111,011011,1010001,0110,001000101,01101
00001000,10001000,11001001,101010,1010010,0110,001001010,01101
00011001,10000001,11000011,010010,1010001,0110,001001000,01101
00010000,10000010,11001001,011101,1010011,0110,001000101,01101
00100111,10000001,11001011,100010,1010011,0110,001000111,01101
00100110,10000111,11001011,101001,1010011,0110,001000110,01101
00100001,01111000,11001101,100011,1010010,0110,001000110,01101
00100011,01111101,11001100,010100,1010000,0110,001001010,01101
00000001,10000100,11001000,010000,1010011,0110,001000011,01101
00100111,10001100,11001011,010101,1010001,0110,001000101,01101
00011100,10010001,11001010,010011,1010011,0110,001000011,01101
00000110,10000000,11001000,011010,1010011,0110,001000110,01101
00000110,10001011,11000111,011010,1010010,0110,001001010,01101
00011101,01111010,11000100,101010,1010001,0110,001001001,01101
00100101,10010000,11000101,001011,1010001,0110,001000010,01101
00100110,01111000,11000101,010010,1010011,0110,001001010,01101
00100110,10001101,11000110,001101,1010000,0110,001000111,01101
00001110,01111001,11001011,001010,1010100,0110,001001010,01101
00000110,01111101,11001100,011100,1010011,0110,001000110,01101
00100000,10001010,11000101,001010,1010001,0110,001000101,01101
00001011,01111100,11001100,001101,1010000,0110,001000111,01101
00010111,10001010,11001000,001010,1010000,0110,001000100,01101
00101000,10001111,11001001,011001,1010011,0110,001000011,01101
00000110,10001110,11001010,011011,1010011,0110,001000110,01101
00100101,01111100,11000011,010011,1010011,0110,001000011,01101
00100011,10000110,11001100,001010,1010011,0110,001000010,01101
01110111,00011001,00110011,011010,1010001,0110,000110110,01110
01110111,00010011,00110111,011001,1010011,0111,000101111,01110
01101001,00011110,00110010,011001,1010010,0110,000111001,01110
01110010,00001000,00110010,011001,1011000,0111,000111010,01110
01011101,00010110,00110100,011011,1010001,0111,000101010,01110
01010000,00011010,00110111,011001,1011001,0110,000110001,01110
01010101,00011011,00101101,011010,1011001,0110,000111010,01110
01010101,00010110,00110101,011010,1011010,0111,000111011,01110
01010010,00010110,00101101,011010,1010101,0111,000110111,01110
01110110,00001101,00110110,011000,1011010,0110,000101100,01110
01010011,00011001,00110101,011010,1010000,0110,000111010,01110
01010110,00001111,00101111,011000,1010100,0110,000110110,01110
01100101,00001010,00101111,011010,1010011,0111,000111010,01110
01110111,00001001,00110010,011011,1010100,0110,000101001,01110
01101000,00010001,00101110,011010,1010000,0110,000101011,01110
01011111,00001100,00110011,011010,1010100,0111,000101100,01110
01100110,00001110,00110100,011011,1011010,0111,000111010,01110
01101101,00010101,00110111,011001,1011010,0111,000111001,01110
01010001,00010010,00110010,011011,1011000,0110,000111011,01110
01100111,00010001,00110011,011001,1010000,0110,000101100,01110
01101001,00001110,00110010,011010,1011000,0110,000111100,01110
01100001,00001000,00110100,011001,1010111,0110,000110001,01110
01111000,00010011,00110001,011010,1010100,0111,000111000,01110
01011111,00010000,00110111,011001,1011000,0111,000101000,01110
01010011,00011101,00110100,011010,1011000,0111,000101110,01110
01010011,00001001,00101101,011010,1011001,0110,000101111,01110
01011011,00010101,00110010,011000,1010001,0111,000110000,01110
01110100,00000101,00110110,011001,1010001,0111,000111001,01110
01110000,00011100,00110110,011001,1010101,0111,000110111,01110
01011000,00011101,00110011,011001,1011001,0110,000110000,01110
01110110,00001111,00101101,011000,1010100,0111,000110000,01110
01011100,00010101,00110000,011010,1010010,0110,000110111,01110
01101010,00001110,00101101,011000,1010100,0110,000111001,01110
01100011,00000101,00101111,011000,1010101,0111,000110011,01110
01100010,00001000,00110011,011010,1010111,0110,000110001,01110
01101100,00010110,00101110,011010,1010111,0110,000110101,01110
01110111,00000111,00110111,011010,1010101,0110,000101100,01110
01110101,00011011,00110000,011011,1010010,0111,000110110,01110
01101101,00001010,00110101,011011,1011000,0111,000101110,01110
01010000,00010000,00101110,011010,1010001,0111,000110000,01110
01100100,00010010,00110100,011010,1010000,0111,000111000,01110
01011011,00000111,00110101,011001,1011001,0110,000101100,01110
01010110,00000110,00110101,011010,1010011,0111,000101010,01110
01101011,00000101,00110100,011011,1011010,0111,000111001,01110
01100111,00010000,00110001,011000,1010010,0111,000110100,01110
01100101,00010100,00110000,011001,1010011,0110,000111001,01110
01010101,00011001,00101111,011010,1011000,0110,000111010,01110
01010100,00000111,00110011,011011,1011000,0110,000111000,01110
01100110,00011100,00110110,011001,1010000,0111,000110111,01110
01100010,00011001,00110100,011001,1010011,0110,000110001,01110
01100001,00011001,00110010,011010,1010001,0110,000110001,01110
01011010,00010000,00101101,011001,1010001,0110,000110011,01110
01011111,00001100,00101110,011010,1010001,0110,000110111,01110
01010010,00010111,00110001,011011,1010111,0111,000110100,01110
01010010,00011001,00110011,011000,1010111,0110,000110000,01110
01101110,00011100,00101110,011000,1011000,0110,000110011,01110
01110110,00010101,00110011,011000,1010110,0111,000110001,01110
01111000,00010100,00101101,011010,1011001,0110,000110110,01110
01011011,00000111,00110100,011001,1010011,0110,000111000,01110
01010001,00000110,00110111,011001,1010110,0110,000110100,01110
01100101,00001101,00110110,011001,1010011,0111,000111000,01110
01100101,00010001,00110111,011000,1010111,0110,000101101,01110
01101111,00000110,00110101,011010,1011001,0110,000101110,01110
01101011,00001010,00110001,011010,1011001,0111,000101101,01110
01110011,00001011,00101110,011000,1011001,0111,000101000,01110
01010100,00011001,00110100,011000,1010001,0110,000101100,01110
01111000,00000111,00101111,011000,1010011,0111,000110111,01110
01011011,00001100,00101110,011001,1010101,0110,000110000,01110
01011001,00010110,00110100,011001,1010110,0110,000110101,01110
01110001,00010011,00101110,011001,1010001,0110,000110010,01110
01100001,00010110,00110010,011010,1010110,0111,000111011,01110
01110101,00011110,00110010,011001,1010111,0111,000101111,01110
01011010,00001110,00110100,011001,1011001,0110,000111100,01110
01101000,00010111,00101111,011011,1010111,0111,000101011,01110
01010001,00010000,00101101,011011,1010110,0111,000111100,01110
01011000,00000101,00101111,011010,1010111,0111,000101001,01110
01011100,00000111,00101101,011011,1010001,0111,000110100,01110
01010001,00010010,00110010,011010,1010001,0111,000110000,01110
01101111,00000101,00110111,011010,1010100,0111,000110011,01110
01101100,00010111,00110011,011011,1010100,0110,000101000,01110
01110001,00011110,00110010,011010,1010100,0110,000101100,01110
01010011,00001010,00110101,011001,1010101,0110,000110001,01110
01100101,00001011,00110011,011010,1010100,0111,000101100,01110
01110010,00010101,00110111,011001,1011000,0110,000111010,01110
01100011,00000110,00101101,011010,1010111,0110,000101001,01110
01011100,00010100,00110111,011001,1011000,0111,000111011,01110
01011100,00000111,00110000,011010,1010111,0111,000110110,01110
01011011,00011000,00110111,011010,1010011,0110,000101111,01110
01101110,00010101,00110110,011011,1011000,0111,000101111,01110
01110000,00011001,00110011,011001,1010110,0111,000111001,01110
01011001,00011001,00110110,011001,1010110,0110,000110001,01110
01100100,00001010,00110101,011001,1010101,0110,000101010,01110
01010011,00010110,00110110,011010,1010010,0110,000110110,01110
01011111,00001110,00110010,011011,1010100,0111,000111000,01110
01110111,00011110,00110001,011001,1010000,0111,000110000,01110
01100001,00001100,00101111,011001,1011010,0111,000111010,01110
01101110,00000111,00101101,011011,1010101,0110,000110000,01110
01100000,00010010,00110010,011001,1010100,0111,000101010,01110
01010011,00010111,00110111,011011,1010100,0110,000101100,01110
01111000,00011000,00101111,011011,1011001,0110,000111011,01110
01110011,00010001,00110111,011100,1011110,0111,000011100,01111
01110010,00011011,00110000,011100,1011101,0111,000011010,01111
01100101,00011001,00110100,011101,1011110,0111,000010111,01111
01110110,00010010,00110100,011100,1011011,0111,000010101,01111
01011111,00011010,00101101,011110,1011111,0110,000011100,01111
01010001,00011001,00110001,011110,1011101,0110,000011010,01111
01110101,00011000,00110101,011101,1011100,0110,000010101,01111
01110010,00011110,00110011,011101,1011010,0110,000011010,01111
01110001,00000110,00110100,011100,1011010,0111,000011001,01111
01101100,00011010,00110100,011101,1011110,0110,000011010,01111
01010001,00011110,00110000,011101,1011100,0110,000011110,01111
01110011,00001001,00110100,011101,1011011,0110,000011101,01111
01010011,00000111,00101101,011101,1011011,0111,000011001,01111
01010100,00010101,00110111,011100,1011111,0110,000010101,01111
01101101,00011010,00101101,011100,1011010,0110,000010110,01111
01011111,00011011,00110111,011100,1011011,0110,000010101,01111
01110111,00000101,00110111,011110,1011110,0110,000011011,01111
01101110,00001110,00110011,011011,1011100,0110,000010101,01111
01010010,00010010,00110000,011101,1011110,0110,000011011,01111
01010111,00001110,00110000,011110,1011101,0111,000011101,01111
01010101,00001001,00110101,011100,1011101,0110,000011101,01111
01100100,00000110,00110101,011101,1011110,0110,000011000,01111
01101011,00001100,00101110,011110,1011110,0111,000011100,01111
01011011,00001101,00101111,011101,1011100,0110,000011100,01111
01100110,00011001,00110010,011100,1011101,0110,000010100,01111
01110101,00011001,00110101,011101,1011100,0110,000011001,01111
01010101,00010101,00110100,011110,1011010,0110,000011000,01111
01101000,00011001,00110111,011110,1011010,0110,000010111,01111
01100110,00011000,00110110,011100,1011011,0111,000010111,01111
01110100,00011001,00110010,011101,1011101,0110,000011101,01111
01100100,00010001,00110000,011110,1011110,0110,000011011,01111
01101110,00011001,00110110,011101,1011011,0110,000010111,01111
01101000,00011001,00110011,011101,1011110,0110,000011000,01111
01101011,00001011,00110110,011101,1011011,0110,000011101,01111
01100010,00011010,00110100,011011,1011011,0110,000011101,01111
01011000,00010001,00110100,011110,1011011,0111,000011001,01111
01010111,00011001,00101110,011011,1011010,0110,000010110,01111
01111000,00001000,00101110,011110,1011011,0111,000011100,01111
01011111,00001101,00101110,011110,1011110,0110,000010111,01111
01101100,00010110,00101111,011101,1011100,0110,000011001,01111
01010010,00001101,00110100,011011,1011111,0110,000011011,01111
